,pnl,book_size,long_count,short_count,turnover,returns,drawdown,margin,fitness,sharpe,start_date,alpha_id,expression,concentrated_weight,high_turnover,low_fitness,low_sharpe,low_sub_universe_sharpe,low_turnover,matches_competition,matches_themes
0,1837414,20000000,1496,1564,0.0812,0.049,0.0745,0.001207,0.55,0.88,2012-01-22,g1YlAkO,"ts_skewness(vec_avg(mws50_g_ens_similarity_gap),120)",PASS,PASS,FAIL,FAIL,PASS,PASS,WARNING,WARNING
1,1746682,20000000,1506,1554,0.0821,0.0466,0.063,0.001134,0.54,0.88,2012-01-22,07bVqw6,"ts_skewness(vec_avg(mws50_ens_similarity_gap),120)",PASS,PASS,FAIL,FAIL,PASS,PASS,WARNING,WARNING
2,2490645,20000000,1007,962,0.0463,0.0249,0.035,0.001077,0.45,1.01,2012-01-22,k3xw7EK,"ts_skewness(vec_avg(mws50_ghc_lna),120)",PASS,PASS,FAIL,FAIL,PASS,PASS,WARNING,WARNING
3,4703874,20000000,0,1,0.0243,0.1498,0.4967,0.012325,0.33,0.3,2012-01-22,LpPvW12,"ts_skewness(vec_avg(mws50_evaluation_method),120)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
4,4867961,20000000,1446,1475,0.0418,0.0487,0.1895,0.002334,0.3,0.48,2012-01-22,AwRpWpg,"ts_skewness(vec_avg(mws50_vea),120)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
5,7061631,20000000,1379,1521,0.1107,0.0707,0.9449,0.001278,0.24,0.32,2012-01-22,Qa1xMGr,"ts_skewness(vec_avg(mws50_g_ens_elapsed),120)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
6,1670728,20000000,1543,1377,0.0471,0.0167,0.0589,0.00071,0.22,0.61,2012-01-22,LpPvjKn,"ts_skewness(vec_avg(mws50_ssc),120)",PASS,PASS,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
7,1455480,20000000,1396,1523,0.0609,0.0146,0.0696,0.000479,0.17,0.5,2012-01-22,RpJOjGd,"ts_skewness(vec_avg(mws50_acb),120)",PASS,PASS,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
8,1881136,20000000,1499,1421,0.0505,0.0188,0.1144,0.000746,0.14,0.37,2012-01-22,271g0ww,"ts_skewness(vec_avg(mws50_relevance),120)",PASS,PASS,FAIL,FAIL,PASS,PASS,WARNING,WARNING
9,1237048,20000000,1452,1452,0.0716,0.0124,0.0702,0.000346,0.12,0.37,2012-01-22,m8PGpg2,"ts_skewness(vec_avg(mws50_ess),120)",PASS,PASS,FAIL,FAIL,PASS,PASS,WARNING,WARNING
10,1184093,20000000,1451,1461,0.0581,0.0119,0.0882,0.000408,0.12,0.4,2012-01-22,ro1qpxE,"ts_skewness(vec_avg(mws50_bee),120)",PASS,PASS,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
11,988358,20000000,1057,1080,0.0598,0.0099,0.0703,0.000331,0.09,0.33,2012-01-22,lVLnqv7,"ts_skewness(vec_avg(mws50_property),120)",PASS,PASS,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
12,684541,20000000,1260,1663,0.0613,0.0069,0.144,0.000224,0.05,0.21,2012-01-22,AwRpWNe,"ts_skewness(vec_avg(mws50_rp_story_event_count),120)",PASS,PASS,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
13,545117,20000000,1249,1674,0.0598,0.0055,0.1221,0.000182,0.04,0.18,2012-01-22,lVLnqAA,"ts_skewness(vec_avg(mws50_rp_story_event_index),120)",PASS,PASS,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
14,692239,20000000,1500,1421,0.0531,0.0069,0.1133,0.000261,0.04,0.18,2012-01-22,k3xw72z,"ts_skewness(vec_avg(mws50_product_key),120)",FAIL,PASS,FAIL,FAIL,PASS,PASS,WARNING,WARNING
15,184063,20000000,1481,1333,0.0462,0.0018,0.0957,8e-05,0.01,0.08,2012-01-22,5wZmnP5,"ts_skewness(vec_avg(mws50_bam),120)",PASS,PASS,FAIL,FAIL,PASS,PASS,WARNING,WARNING
