,pnl,book_size,long_count,short_count,turnover,returns,drawdown,margin,fitness,sharpe,start_date,alpha_id,expression,concentrated_weight,high_turnover,low_fitness,low_sharpe,low_sub_universe_sharpe,low_turnover,matches_competition,matches_themes
0,4773607,20000000,1398,1637,0.0854,0.0545,0.5301,0.001277,0.2,0.3,2012-01-22,oK1bMm5,"ts_skewness(vec_avg(mws51_djnews_frequency_length),120)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
1,4773607,20000000,1398,1637,0.0854,0.0545,0.5301,0.001277,0.2,0.3,2012-01-22,z9vx1wO,"ts_skewness(vec_avg(mws51_djnews_location_length),120)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
2,630431,20000000,1365,1354,0.0733,0.0063,0.0952,0.000172,0.04,0.19,2012-01-22,9wze1Mo,"ts_skewness(vec_avg(mws51_bznews_frequency_relevance),120)",PASS,PASS,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
3,630431,20000000,1365,1354,0.0733,0.0063,0.0952,0.000172,0.04,0.19,2012-01-22,jZ5pRK9,"ts_skewness(vec_avg(mws51_bznews_location_relevance),120)",PASS,PASS,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
4,459103,20000000,1278,1440,0.0703,0.0052,0.0712,0.000149,0.03,0.17,2012-01-22,8zm0d8V,"ts_skewness(vec_avg(mws51_djnews_frequency_relevance),120)",PASS,PASS,FAIL,FAIL,PASS,PASS,WARNING,WARNING
5,459103,20000000,1278,1440,0.0703,0.0052,0.0712,0.000149,0.03,0.17,2012-01-22,Qa1xLeQ,"ts_skewness(vec_avg(mws51_djnews_location_relevance),120)",PASS,PASS,FAIL,FAIL,PASS,PASS,WARNING,WARNING
6,555967,20000000,1450,1415,0.0966,0.0056,0.4507,0.000115,0.01,0.03,2012-01-22,271gz5Z,"ts_skewness(vec_avg(mws51_bznews_frequency_length),120)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
7,555967,20000000,1450,1415,0.0966,0.0056,0.4507,0.000115,0.01,0.03,2012-01-22,37MKrP6,"ts_skewness(vec_avg(mws51_bznews_location_length),120)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
8,-611636,20000000,1216,1580,0.062,-0.0061,0.5675,-0.000198,-0.01,-0.04,2012-01-22,17q8bpR,"ts_skewness(vec_avg(mws51_bbgnews_frequency_length),120)",FAIL,PASS,FAIL,FAIL,PASS,PASS,WARNING,WARNING
9,-132403,20000000,1250,1378,0.0645,-0.0013,0.1544,-4.1e-05,-0.01,-0.05,2012-01-22,AwRpZlQ,"ts_skewness(vec_avg(mws51_bbgnews_frequency_relevance),120)",PASS,PASS,FAIL,FAIL,PASS,PASS,WARNING,WARNING
10,-410156,20000000,1491,1551,0.089,-0.0047,0.0876,-0.000105,-0.03,-0.17,2012-01-22,Op1LE0q,"ts_skewness(vec_avg(mws51_djnews_frequency_public_time),120)",PASS,PASS,FAIL,FAIL,PASS,PASS,WARNING,WARNING
11,-410156,20000000,1491,1551,0.089,-0.0047,0.0876,-0.000105,-0.03,-0.17,2012-01-22,xxKL0wb,"ts_skewness(vec_avg(mws51_djnews_location_public_time),120)",PASS,PASS,FAIL,FAIL,PASS,PASS,WARNING,WARNING
12,-783321,20000000,1446,1445,0.085,-0.0078,0.1004,-0.000185,-0.09,-0.38,2012-01-22,dx2MVaj,"ts_skewness(vec_avg(mws51_bznews_frequency_public_time),120)",PASS,PASS,FAIL,FAIL,PASS,PASS,WARNING,WARNING
13,-783321,20000000,1446,1445,0.085,-0.0078,0.1004,-0.000185,-0.09,-0.38,2012-01-22,EwZjWMR,"ts_skewness(vec_avg(mws51_bznews_location_public_time),120)",PASS,PASS,FAIL,FAIL,PASS,PASS,WARNING,WARNING
14,-2874652,20000000,1374,1421,0.0659,-0.0288,0.3007,-0.000873,-0.49,-1.02,2012-01-22,wR8dxj5,"ts_skewness(vec_avg(mws51_bbgnews_frequency_public_time),120)",PASS,PASS,FAIL,FAIL,PASS,PASS,WARNING,WARNING
15,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,Xpj3Qa5,"ts_skewness(vec_avg(mws51_bznews_frequency_frequency),120)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,WARNING,WARNING
16,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,PpJRazp,"ts_skewness(vec_avg(mws51_bznews_location_location),120)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,WARNING,WARNING
17,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,Op1LPXR,"ts_skewness(vec_avg(mws51_djnews_frequency_frequency),120)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,WARNING,WARNING
18,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,dx2MA8j,"ts_skewness(vec_avg(mws51_djnews_location_location),120)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,WARNING,WARNING
